PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
6559;Centro de Educación de Personas Adultas (CEPA) Cid Campeador;;;;Bus: 138, 17, 139  Cercanías Renfe: Maestra Justa Freire - Polideportivo Aluche (antigua estación de Fanjul) (línea C5);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=71ba3b54d771c010VgnVCM1000000b205a0aRCRD;ANSELMO LORENZO;CALLE;V;12;;;;;MADRID;MADRID;28044;7;LAS AGUILAS;10;LATINA;434584;4470420;40.3818093;-3.770655092;917 058 402;915 095 174;cepa.cidcampeador.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos; 
6600;Centro de Educación de Personas Adultas (CEPA) Ciudad Lineal;;;;Metro: García Noblejas (línea 7)  Bus: 38, 4, 48, 70, 28;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d28b3b54d771c010VgnVCM1000000b205a0aRCRD;HERMANOS GARCIA NOBLEJAS;CALLE;V;70;;;;;MADRID;MADRID;28037;2;PUEBLO NUEVO;15;CIUDAD LINEAL;446376;4475605;40.42935674;-3.632176542;917 545 206;913 045 783;cepa.ciudadlineal.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos; 
6575;Centro de Educación de Personas Adultas (CEPA) Daoíz y Velarde;;;;Bus: 116, 78  Cercanías Renfe: Orcasitas (línea C5);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=66ca3b54d771c010VgnVCM1000000b205a0aRCRD;FERNANDO ORTIZ;CALLE;V;2;2;;;;MADRID;MADRID;28041;2;ORCASUR;12;USERA;440332;4468758;40.36726448;-3.702788698;915 651 055;915 697 036;cepa.daoizyvelarde.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos; 
106258;Centro de Educación de Personas Adultas (CEPA) Distrito Centro;;;;Metro: Noviciado (línea 2), San Bernardo (líneas 2 y 4), Tribunal (línea 1)  Bus: 147, 3, 002  Bicimad: Estaciones 12 (calle San Bernardo, 85) y 15 (calle San Vicente Ferrer, 64);Enseñanzas:   Preparación acceso a la universidad para mayores de 25 años Preparación para  la prueba de conocimientos constitucionales Talleres ocupacionales cofinanciados Talleres operativos para alumnado con discapacidad Enseñanzas iniciales básicas para personas adultas Educación Secundaria obligatoria para personas adultas Español para extranjeros Cursos a distancia soporte telemático: Aula Mentor;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0aea8899fc81c010VgnVCM1000000b205a0aRCRD;SAN BERNARDO;CALLE;V;70;2;;;;MADRID;MADRID;28015;5;UNIVERSIDAD;1;CENTRO;440078;4475389;40.42698617;-3.706408897;915 329 959;915 329 959;cepa.centro.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos; 
6566;Centro de Educación de Personas Adultas (CEPA) Dulce Chacón;;;;Metro: Hortaleza (línea 4) y Parque de Santa María (línea 4)  Bus: 9, 107;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5bda3b54d771c010VgnVCM1000000b205a0aRCRD;ABERTURA;CALLE;V;2;;;;;MADRID;MADRID;28033;4;PINAR DEL REY;16;HORTALEZA;444936;4480925;40.4771928;-3.649619613;913 811 272;917 630 931;cepa.dulcechacon.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos; 
6565;Centro de Educación de Personas Adultas (CEPA) Entrevías;;;;Bus: 102, 111, 103  Cercanías Renfe: Asamblea de Madrid (líneas C2, C7 y Regional);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=40fa3b54d771c010VgnVCM1000000b205a0aRCRD;SERENA;CALLE;V;394;;;;;MADRID;MADRID;28053;1;ENTREVIAS;13;PUENTE DE VALLECAS;443161;4469765;40.37653484;-3.66955517;917 861 672;917 852 574;cepa.entrevias.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos; 
6569;Centro de Educación de Personas Adultas (CEPA) Fuencarral;;;;Metro: Fuencarral (línea 10)  Bus: 137, 66;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=350b3b54d771c010VgnVCM1000000b205a0aRCRD;BRAILLE;CALLE;V;10;;;;;MADRID;MADRID;28034;6;VALVERDE;8;FUENCARRAL-EL PARDO;441228;4483026;40.49585828;-3.693551676;917 364 684;917 340 489;cepa.fuencarral.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos; 
6576;Centro de Educación de Personas Adultas (CEPA) Hortaleza - Mar Amarillo;;;;Metro: San Lorenzo (Línea 4)  Bus: 72, 87;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2a1b3b54d771c010VgnVCM1000000b205a0aRCRD;MAR AMARILLO;CALLE;V;21;;;;;MADRID;MADRID;28033;4;PINAR DEL REY;16;HORTALEZA;445660;4480645;40.47471144;-3.64105518;917 637 790;913 820 234;cepa.maramarillo.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos; 
6572;Centro de Educación de Personas Adultas (CEPA) Joaquín Sorolla;;;;Metro: Diego de León (líneas 4, 5 y 6).  Bus: 12, C2, 72, 73  Bicimad: Estación 191 (calle Alfonso Heredia, 1) / estación 243 (calle Cartagena, 34)  Aparcamiento: Díaz Porlier (60), calle Diego de León,64 (Príncipe de Vergara - Conde de Peñalver) / San Cayetano (36), Plaza San Cayetano;Enseñanzas:   Francés Inglés Informática Informática-ofimática Escritura creativa Preparación para la prueba de conocimientos constitucionales Preparación acceso Ciclos Formativos Grado Superior Enseñanzas iniciales básicas para personas adultas Español para extranjeros Educación secundaria obligatoria para personas adultas Cursos a distancia Soporte Telemático: Aula Mentor;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f2b3b54d771c010VgnVCM1000000b205a0aRCRD;ALONSO HEREDIA;CALLE;V;16;;;;;MADRID;MADRID;28028;4;GUINDALERA;4;SALAMANCA;442930;4476299;40.43538088;-3.672865864;917 261 664;917 256 032;cepa.joaquinsorolla.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos; 
6590;Centro de Educación de Personas Adultas (CEPA) José Luis Sampedro;;;;Metro: Peñagrande (línea 7)  Bus: 42, 126, 128, 49, SE727;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=044b3b54d771c010VgnVCM1000000b205a0aRCRD;CHANTADA;CALLE;V;34;;;;;MADRID;MADRID;28029;4;EL PILAR;8;FUENCARRAL-EL PARDO;439542;4480546;40.47339957;-3.71321783;913 781 949;917 301 887;cepa.sampedro.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos; 
6577;Centro de Educación de Personas Adultas (CEPA) La Albufera;;;;Metro: Portazgo (línea 1), Nueva Numancia (línea 1)  Bus: 10, 57;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f85b3b54d771c010VgnVCM1000000b205a0aRCRD;NUESTRA SEÑORA DEL PERPETUO SOCORRO;CALLE;V;23;;;;;MADRID;MADRID;28053;3;PALOMERAS BAJAS;13;PUENTE DE VALLECAS;443752;4471569;40.39282469;-3.662760515;914 789 325;914 785 525;cepa.laalbufera.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos; 
89255;Centro de Educación de Personas Adultas (CEPA) Las Rosas;;;;Metro: Alsacia (línea 2)  Bus: 4, 167, 70;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0bc238d60b41c010VgnVCM2000000c205a0aRCRD;ARCOS DE JALON;CALLE;V;9;;;;;MADRID;MADRID;28037;4;ARCOS;20;SAN BLAS-CANILLEJAS;447045;4474709;40.42133318;-3.624218698;913 065 816;913 132 523;cepa.lasrosas.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos; 
6591;Centro de Educación de Personas Adultas (CEPA) Los Rosales;;;;Bus: 123, 85  Cercanías Renfe: Villaverde Bajo (líneas C3, C4 y Regional);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ed6b3b54d771c010VgnVCM1000000b205a0aRCRD;CONCEPCION DE LA OLIVA;CALLE;V;17;;;;;MADRID;MADRID;28021;3;BUTARQUE;17;VILLAVERDE;442112;4467309;40.3543386;-3.681690223;915 052 034;917 971 397;cepa.losrosales.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos; 
6592;Centro de Educación de Personas Adultas (CEPA) Moncloa;;;;Metro: Ventura Rodríguez (línea 3) , Plaza de España (líneas 2, 3 y 10)  Bus: 62, 74, 001, 1, 133, 138, 2, 44, C2  Bicimad: Estaciones 14 (calle Duque de Liria), 115 (calle Evaristo San Miguel, 2), 116a (calle Princesa, 5)  Aparcamiento: Plaza de España (53);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c79b3b54d771c010VgnVCM1000000b205a0aRCRD;JUAN ALVAREZ MENDIZABAL;CALLE;V;20;;;;;MADRID;MADRID;28008;2;ARGUELLES;9;MONCLOA-ARAVACA;439345;4475182;40.42506691;-3.715022645;915 597 397;915 597 397;cepa.moncloa.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos; 
6574;Centro de Educación de Personas Adultas (CEPA) Oporto;;;;Metro: Opañel (línea 6)  Bus: 108, 247, 55, 81;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a1cb3b54d771c010VgnVCM1000000b205a0aRCRD;OPORTO;AVENIDA;V;46;;;;;MADRID;MADRID;28019;2;OPAÑEL;11;CARABANCHEL;438470;4470883;40.38627422;-3.724928367;915 608 402;914 697 543;cepa.oporto.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos; 
6560;Centro de Educación de Personas Adultas (CEPA) Orcasitas;;;;Bus: 60, 6;Enseñanzas:   Inglés Ampliación cultural Preparación prueba conocimientos constitucionales Preparación acceso ciclos formativos grado superior Enseñanzas iniciales básicas para personas adultas Español para extranjeros Cursos a distancia soporte telemático: Aula Mentor Educación secundaria obligatoria para personas adultas;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=96db3b54d771c010VgnVCM1000000b205a0aRCRD;OREJA;CALLE;V;186;;;;;MADRID;MADRID;28041;1;ORCASITAS;12;USERA;438973;4469041;40.36971956;-3.718822235;913 413 251;913 414 044;cepa.orcasitas.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos; 
6561;Centro de Educación de Personas Adultas (CEPA) Pablo Guzmán;;;;Metro: Esperanza (línea 4)  Bus: 73;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8beb3b54d771c010VgnVCM1000000b205a0aRCRD;ANDORRA;CALLE;V;19;;;;;MADRID;MADRID;28043;3;CANILLAS;16;HORTALEZA;445279;4479238;40.46201426;-3.645428666;913 003 725;913 003 725;cepa.pabloguzman.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos; 
6563;Centro de Educación de Personas Adultas (CEPA) Pan Bendito;;;;Metro: Pan Bendito (línea 11)  Bus: 118, 108, 47;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=700c3b54d771c010VgnVCM1000000b205a0aRCRD;CAMINO VIEJO DE LEGANES;CALLE;V;188;;;;;MADRID;MADRID;28025;7;ABRANTES;11;CARABANCHEL;437660;4469870;40.37709155;-3.734363399;915 600 590;914 608 833;cepa.panbendito.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos; 
6562;Centro de Educación de Personas Adultas (CEPA) Tetuán;;;;Metro: Ventilla (línea 9)  Bus: 49;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=651c3b54d771c010VgnVCM1000000b205a0aRCRD;PINOS ALTA;CALLE;V;63;;;;;MADRID;MADRID;28029;5;VALDEACEDERAS;6;TETUAN;440808;4479937;40.46800806;-3.698229406;917 333 837;917 333 094;cepa.tetuan.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos; 
6571;Centro de Educación de Personas Adultas (CEPA) Vallecas;;;;Metro: Villa de Vallecas (línea 1)  Bus: 58;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5a2c3b54d771c010VgnVCM1000000b205a0aRCRD;ANTONIO MARIA SEGOVIA;PLAZA;V;;;;;;MADRID;MADRID;28031;2;SANTA EUGENIA;18;VILLA DE VALLECAS;447956;4470197;40.38073714;-3.613119146;913 311 433;913 854 563;cepa.vallecas.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos; 
6604;Centro de Educación de Personas Adultas (CEPA) Vicálvaro;;;;Metro: San Cipriano (línea 9), Vicálvaro (línea 9)  Bus: 71, 100, E3;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f3c3b54d771c010VgnVCM1000000b205a0aRCRD;LAGO COMO;CALLE;V;4;;;;;MADRID;MADRID;28032;1;CASCO H.VICALVARO;19;VICALVARO;448524;4472497;40.40149442;-3.606608983;913 718 492;913 718 492;cepa.vicalvaro.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos; 
6567;Centro de Educación de Personas Adultas (CEPA) Villaverde;;;;Bus: 76  Cercanías Renfe: Puente Alcocer (línea C5);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=345c3b54d771c010VgnVCM1000000b205a0aRCRD;VILLALONSO;CALLE;V;10;;;;;MADRID;MADRID;28021;1;VILLAVERDE ALTO C.H.;17;VILLAVERDE;439825;4466803;40.34961522;-3.708578221;917 962 820;917 962 820;cepa.villaverde.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos; 
6564;Centro de Educación de Personas Adultas (CEPA) Vista Alegre;;;;Metro: Carabanchel (línea 5)  Bus: 34, 35;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=296c3b54d771c010VgnVCM1000000b205a0aRCRD;GENERAL RICARDOS;CALLE;V;179;;;;;MADRID;MADRID;28025;5;PUERTA BONITA;11;CARABANCHEL;437471;4470773;40.3852084;-3.736682126;914 618 817;915 255 159;cepa.vistaalegre.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos; 
10895555;Centro de Educación Especial  El Cole de Celia y Pepe;Fundación Querer;;;Bus: 162;Enseñanzas   Educación Especial  Educación infantil Educación Básica Obligatoria-Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a938fb3d7af09610VgnVCM2000001f4a900aRCRD;SOPELANA;CALLE;V;5;;;;;MADRID;MADRID;28034;6;VALVERDE;8;FUENCARRAL-EL PARDO;441330;4483521;40.50031656;-3.692415656;916 288 659;;Info@coledeceliaypepe.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial; 
6739;Centro de Educación Especial A LA PAR;;;Transporte;BUS: 134, 178;Enseñanzas  Educación especial:  Educación Básica Obligatoria: Primaria - ESO Programas de Transición a la vida adulta  Programas Profesional Especial:  Operaciones básicas de cocina Operaciones Auxiliares de Servicios Administrativos y Generales Operaciones Auxiliares de Montaje y Mantenimiento de Sistemas Microinformáticos  En la misma sede: Asociación Niño Jesús del Remedio;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c39c3b54d771c010VgnVCM1000000b205a0aRCRD;MONASTERIO DE LAS HUELGAS;CALLE;NUM;15;;;;;MADRID;MADRID;28049;7;MIRASIERRA;8;FUENCARRAL-EL PARDO;440083;4483745;40.5022544;-3.707140766;917 355 790 (centralita);917 355 799;secretaria.colegio@alapar.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial; 
6720;Centro de Educación Especial Ademo;;;Comedor;METRO: Pavones BUS: 71 , 142 , 144;Enseñanzas  Educación especial:  Educación infantil  Educación Básica Obligatoria  Transición vida adulta;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e7c3b54d771c010VgnVCM1000000b205a0aRCRD;HACIENDA DE PAVONES;CALLE;V;328;;;;;MADRID;MADRID;28030;5;FONTARRON;14;MORATALAZ;445946;4472592;40.40030391;-3.638278952;917 726 144;917 721 011;fundemo@ozu.es;/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial; 
174976;Centro de Educación Especial Aleph;;De lunes a viernes, de 9,30 a 16,00 horas;#¿NOMBRE?;Metro: Tres Olivos  Bus: 66, 137;Enseñanzas   Educación Especial  Educación Básica Obligatoria-Primaria Educación Básica Obligatoria- ESO   Programas de Transición a la Vida Adulta;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fd7d14c4d661c010VgnVCM1000000b205a0aRCRD;CUEVA DE MONTESINOS;CALLE;V;49;;;;;MADRID;MADRID;28034;6;VALVERDE;8;FUENCARRAL-EL PARDO;441330;4483521;40.50031656;-3.692415656;913 004 170;917 593 289;cc.aleph.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial; 
25017;Centro de Educación Especial Araya;;;Transporte - Comedor - Horario ampliado;BUS: 120 , 122;Enseñanzas  Educación especial:  Educación Básica Obligatoria Primaria Educación Básica Obligatoria ESO Programas de Transición a la Vida Adulta  Titular del centro: Asociación ARAYA;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=76efe35bba51c010VgnVCM2000000c205a0aRCRD;RAMON POWER;CALLE;NUM;9;;;;;MADRID;MADRID;28043;3;CANILLAS;16;HORTALEZA;446429;4479411;40.4636455;-3.631895392;913 883 722;913 883 722;cc.araya.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial; 
6023063;Centro de Educación Especial Atenpace;;;Comedor - Transporte;BUS: 83, 133;Enseñanzas  Educación especial:  Educación infantil  Educación Básica Obligatoria  Transición vida adulta;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ad55f71e6a01f210VgnVCM2000000c205a0aRCRD;ISLAS MARQUESAS;CALLE;V;27;;;;;MADRID;MADRID;28035;3;PEÑA GRANDE;8;FUENCARRAL-EL PARDO;438429;4480884;40.47636052;-3.72638187;913 167 446 - 913 163 215;913 163 215;atenpace@gmail.com;/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial; 
174909;Centro de Educación Especial Aucavi;;;;BUS: 106 , 110 , 210;Enseñanzas  Educación especial:  Educación Básica Obligatoria  Transición vida adulta;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=439d14c4d661c010VgnVCM1000000b205a0aRCRD;RICARDO ORTIZ;CALLE;NUM;29;;;;;MADRID;MADRID;28017;1;VENTAS;15;CIUDAD LINEAL;444200;4475406;40.42741969;-3.657833555;913 553 755 / 628 44 13 24;913 615 094;cc.aucavi.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial; 
6748;Centro de Educación Especial Buenafuente;;;Comedor - Transporte;METRO: Ciudad Lineal BUS: 48 , 70 , 77 , 105 , 109;Enseñanzas  Educación especial:  Educación infantil Educación Básica Obligatoria (Primaria - Eduación Secundaria Obligatoria) Programas de Transición a la vida adulta;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=19ac3b54d771c010VgnVCM1000000b205a0aRCRD;PROTASIO GOMEZ;CALLE;NUM;5;;;;;MADRID;MADRID;28027;3;QUINTANA;15;CIUDAD LINEAL;445886;4476746;40.43960256;-3.638072718;913 205 450;917 422 017;buenafuenteee@hotmail.com;/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial; 
23079;Centro de Educación Especial Cambrils;;;Transporte - Comedor - Horario ampliado;BUS: 134;Enseñanzas  Educación especial:  Educación infantil Educación Básica Obligatoria (Primaria y ESO) Programas de Transición a la vida adulta;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cbffe35bba51c010VgnVCM2000000c205a0aRCRD;POBLADOS;AVENIDA;V;151;;;;;MADRID;MADRID;28025;7;ABRANTES;11;CARABANCHEL;438532;4469482;40.37365418;-3.724064541;917 388 250 / 913 784 695;91 730 27 16;info@colegiocambrils.es;/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial; 
6772498;Centro de Educación Especial Carmen Fernández Miranda FSDM;;;;Bus: 14, 70, 107, 129, 174 Metro: Duque de Pastrana;Enseñanzas  Educación especial:  Educación Básica Obligatoria Transición vida adulta Programa profesional operaciones auxiliares de servicios administrativos y generales;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d96ebb0252d5c310VgnVCM2000000c205a0aRCRD;CAIDOS DE LA DIVISION AZUL;CALLE;V;15;;;;;MADRID;MADRID;28016;6;CASTILLA;5;CHAMARTIN;442960;4479791;40.46683786;-3.6728329;913 105 364;;;/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial; 
167685;Centro de Educación Especial Centro Bobath España;;;Horario ampliado - Comedor;Metro: Lacoma Bus: 49 , 64;Enseñanzas  Educación especial:  Educación infantil Educación Básica Obligatoria (primaria y secundaria) Programa de Transición vida adulta;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3cb3085f5181c010VgnVCM1000000b205a0aRCRD;MIRADOR DE LA REINA;CALLE;NUM;115;;;;;MADRID;MADRID;28035;7;MIRASIERRA;8;FUENCARRAL-EL PARDO;438987;4482481;40.49078794;-3.719964875;913 767 190;913 763 588;cc.centrobobath.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados; 
5387792;Centro de Educación Especial Centro Educativo Ponce de León;;;Comedor - Integración (Auditivos);Metro: San Fermín - OrcasurBus: 18 , 22 , 59 , 79 , 85 , 86 , 76 , 121 , 81;Enseñanzas  Educación especial:  Educación infantil  Educación Básica Obligatoria  Transición vida adulta  Programas de Cualificación Profesional Inicial Obligatorios:  Especial   Actividades auxiliares en viveros, jardines y centros de jardinería  Operaciones auxiliares de montaje de instalaciones en edificios Servicios auxiliares de estética;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a8c12f5007a2210VgnVCM1000000b205a0aRCRD;EDUARDO BARREIROS;CALLE;V;6;;;;;MADRID;MADRID;28041;2;ORCASUR;12;USERA;440897;4469324;40.37240182;-3.696205056;913 178 441 /  913 178 442;913 177 715;cc.ipsponcedeleon.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados; 
